Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,Entrepreneurial Interest,Networking Importance,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?
5027,34,Male,Economics,2.35,9,Consultant,43630,No,272,324,5.7,5.2,Employer,Finance Manager,76348,Domestic,Networking,Online,No
5028,21,Male,Business,3.08,0,Engineer,76339,Yes,760,131,6.7,5.6,Self-funded,Consultant,82905,International,Skill Enhancement,Online,Yes
5029,22,Male,Economics,2.79,6,Manager,69282,Yes,589,417,2.5,7.7,Loan,Startup Founder,150084,International,Skill Enhancement,On-Campus,No
5030,33,Female,Business,2.83,5,Analyst,44632,Yes,644,57,4.9,2.9,Employer,Marketing Director,166138,International,Career Growth,Online,Yes
5031,24,Male,Business,3.29,2,Entrepreneur,74683,No,577,180,1.1,3.1,Loan,Executive,149898,International,Skill Enhancement,On-Campus,Yes
5032,33,Female,Economics,3.32,1,Entrepreneur,87252,No,607,323,2.2,8.7,Self-funded,Marketing Director,149429,International,Career Growth,On-Campus,No
5033,24,Female,Science,2.31,9,Manager,86673,No,644,456,4.0,3.0,Self-funded,Executive,198823,Domestic,Career Growth,On-Campus,No
5034,25,Female,Arts,3.0,2,Entrepreneur,78182,No,530,23,9.4,5.0,Self-funded,Consultant,112958,Domestic,Networking,Online,Yes
5035,31,Male,Economics,3.58,7,Consultant,98251,No,280,70,8.9,7.3,Self-funded,Finance Manager,150432,International,Skill Enhancement,Online,No
5036,22,Male,Science,2.89,6,Analyst,86634,No,505,283,5.7,5.7,Employer,Executive,70340,International,Skill Enhancement,On-Campus,Yes
5037,24,Female,Business,2.33,6,Engineer,100836,No,707,342,6.4,9.2,Loan,Marketing Director,181579,International,Entrepreneurship,Online,No
5038,21,Male,Engineering,2.63,4,Analyst,81879,No,576,418,3.6,5.6,Self-funded,Finance Manager,73627,International,Career Growth,On-Campus,Yes
5039,22,Male,Arts,2.42,9,Engineer,107432,No,733,249,7.0,2.9,Scholarship,Marketing Director,107234,International,Entrepreneurship,On-Campus,No
5040,21,Male,Science,2.25,2,Entrepreneur,81580,Yes,422,193,3.1,8.5,Scholarship,Consultant,183105,International,Networking,Online,No
5041,30,Male,Arts,2.76,0,Consultant,33379,Yes,435,292,1.0,8.0,Employer,Consultant,112565,International,Networking,Online,No
5042,30,Female,Engineering,3.08,0,Engineer,116538,No,525,347,9.7,2.8,Self-funded,Marketing Director,117973,Domestic,Career Growth,Online,Yes
5043,33,Male,Engineering,2.15,5,Entrepreneur,108827,Yes,439,9,4.4,7.9,Loan,Marketing Director,78427,Domestic,Career Growth,Online,Yes
5044,24,Female,Engineering,3.21,3,Engineer,62095,No,694,364,5.7,3.9,Scholarship,Marketing Director,194020,International,Entrepreneurship,Online,No
5045,24,Male,Economics,3.99,6,Manager,38881,No,617,243,1.9,6.1,Employer,Executive,100852,Domestic,Career Growth,Online,Yes
5046,27,Female,Arts,3.93,9,Analyst,75534,No,608,25,5.7,9.7,Loan,Startup Founder,117018,International,Networking,Online,Yes
5047,30,Female,Economics,3.66,9,Consultant,107820,No,374,78,9.1,1.4,Employer,Startup Founder,153346,Domestic,Entrepreneurship,Online,Yes
5048,31,Female,Engineering,2.53,9,Entrepreneur,75615,No,258,402,8.9,2.5,Employer,Startup Founder,198871,Domestic,Networking,Online,No
5049,31,Male,Science,2.04,0,Consultant,75523,No,354,497,6.2,6.5,Self-funded,Executive,64792,International,Career Growth,Online,Yes
5050,29,Male,Engineering,3.67,5,Analyst,36325,Yes,343,466,8.7,1.5,Employer,Startup Founder,186486,International,Networking,Online,No
5051,29,Male,Economics,2.11,6,Engineer,68193,No,782,241,4.3,2.0,Employer,Startup Founder,66204,International,Entrepreneurship,On-Campus,No
5052,25,Female,Engineering,2.41,0,Engineer,98336,No,271,283,2.7,6.5,Self-funded,Startup Founder,123104,Domestic,Skill Enhancement,On-Campus,Yes
5053,30,Female,Engineering,3.09,1,Consultant,97839,No,613,9,4.8,8.6,Self-funded,Marketing Director,173910,International,Skill Enhancement,Online,Yes
5054,21,Female,Economics,2.36,8,Engineer,92801,No,595,204,8.3,5.9,Scholarship,Executive,63325,Domestic,Career Growth,Online,No
5055,21,Male,Economics,3.67,8,Engineer,111399,No,798,184,7.4,2.7,Employer,Marketing Director,146430,Domestic,Entrepreneurship,On-Campus,No
5056,26,Female,Science,3.55,5,Engineer,100530,No,504,115,4.5,2.2,Self-funded,Marketing Director,92623,Domestic,Skill Enhancement,On-Campus,Yes
5057,22,Male,Economics,3.51,3,Manager,31320,Yes,681,47,4.1,8.4,Loan,Finance Manager,196780,International,Entrepreneurship,Online,No
5058,28,Female,Science,3.63,6,Entrepreneur,73227,No,379,338,9.7,9.1,Loan,Executive,197500,Domestic,Entrepreneurship,Online,No
5059,33,Male,Business,2.44,4,Entrepreneur,54479,Yes,555,177,3.4,7.8,Loan,Consultant,199314,International,Networking,On-Campus,Yes
5060,29,Female,Business,3.46,2,Analyst,86023,Yes,630,142,3.8,3.0,Employer,Executive,70337,Domestic,Career Growth,Online,Yes
5061,33,Male,Economics,2.71,3,Engineer,44534,Yes,629,74,4.1,4.2,Self-funded,Startup Founder,176074,Domestic,Entrepreneurship,On-Campus,Yes
5062,24,Male,Engineering,3.33,1,Consultant,63982,No,767,84,8.0,4.9,Loan,Consultant,190921,International,Networking,On-Campus,Yes
5063,25,Female,Arts,2.24,5,Engineer,104784,No,731,278,8.7,2.1,Scholarship,Marketing Director,177930,International,Career Growth,On-Campus,Yes
5064,31,Male,Engineering,3.41,2,Analyst,58682,No,326,187,3.0,3.3,Scholarship,Executive,190781,Domestic,Skill Enhancement,Online,Yes
5065,28,Female,Economics,3.94,6,Engineer,40746,Yes,459,162,4.7,7.5,Loan,Startup Founder,105484,Domestic,Entrepreneurship,Online,Yes
5066,23,Female,Science,2.09,3,Manager,117483,Yes,561,304,8.8,8.0,Scholarship,Consultant,156638,Domestic,Skill Enhancement,Online,Yes
5067,25,Female,Engineering,2.19,7,Analyst,54044,No,354,358,3.8,2.6,Loan,Finance Manager,187868,Domestic,Networking,On-Campus,Yes
5068,23,Male,Business,2.25,0,Entrepreneur,58443,Yes,465,453,4.6,3.9,Scholarship,Finance Manager,95298,International,Entrepreneurship,On-Campus,Yes
5069,32,Male,Economics,2.86,8,Entrepreneur,48165,Yes,478,30,6.0,5.4,Employer,Executive,139889,Domestic,Skill Enhancement,On-Campus,Yes
5070,30,Female,Engineering,2.58,2,Manager,79149,No,765,1,6.8,2.6,Scholarship,Finance Manager,163518,International,Networking,On-Campus,No
5071,23,Male,Engineering,3.61,2,Entrepreneur,80990,Yes,637,26,3.7,8.8,Self-funded,Startup Founder,97423,Domestic,Skill Enhancement,On-Campus,No
5072,23,Female,Science,2.95,4,Manager,56000,Yes,583,199,6.2,3.7,Loan,Consultant,133785,International,Networking,Online,Yes
5073,33,Male,Science,2.97,9,Entrepreneur,92281,No,336,263,7.5,3.2,Employer,Executive,158598,Domestic,Entrepreneurship,Online,No
5074,32,Male,Science,3.43,0,Entrepreneur,60964,No,743,365,1.8,9.0,Loan,Startup Founder,154719,International,Career Growth,On-Campus,Yes
5075,27,Male,Arts,2.72,2,Engineer,81592,No,709,5,10.0,7.1,Scholarship,Executive,75172,International,Skill Enhancement,Online,Yes
5076,27,Male,Economics,2.71,3,Analyst,113026,Yes,489,84,9.4,5.6,Scholarship,Finance Manager,104726,Domestic,Entrepreneurship,Online,Yes
5077,27,Male,Economics,3.51,1,Entrepreneur,45111,Yes,563,370,2.4,2.0,Employer,Startup Founder,73338,International,Career Growth,Online,No
5078,30,Female,Business,3.56,5,Analyst,82154,Yes,360,448,4.0,2.3,Self-funded,Finance Manager,151760,Domestic,Entrepreneurship,On-Campus,Yes
5079,28,Female,Business,2.03,9,Analyst,84340,Yes,445,348,3.5,3.0,Loan,Finance Manager,160061,International,Networking,On-Campus,No
5080,25,Male,Economics,2.29,3,Entrepreneur,49789,Yes,698,23,1.2,3.0,Self-funded,Startup Founder,79253,Domestic,Skill Enhancement,On-Campus,Yes
5081,25,Other,Engineering,2.43,0,Analyst,71772,Yes,503,136,5.5,9.0,Scholarship,Consultant,183658,Domestic,Entrepreneurship,On-Campus,Yes
5082,34,Female,Economics,2.7,2,Manager,33232,No,323,431,2.4,9.5,Scholarship,Marketing Director,80462,International,Networking,Online,Yes
5083,24,Female,Arts,2.58,6,Consultant,116122,No,539,208,2.2,4.8,Self-funded,Consultant,99253,International,Skill Enhancement,On-Campus,No
5084,27,Female,Business,3.34,2,Manager,82203,Yes,492,169,2.9,2.8,Scholarship,Consultant,174814,International,Entrepreneurship,Online,Yes
5085,30,Female,Business,3.66,5,Entrepreneur,103150,Yes,486,432,7.8,3.5,Employer,Consultant,183474,Domestic,Skill Enhancement,On-Campus,Yes
5086,24,Male,Business,2.38,5,Manager,65650,No,385,326,2.2,1.2,Scholarship,Executive,68808,International,Career Growth,Online,No
5087,22,Male,Economics,3.13,0,Consultant,95895,No,767,459,6.7,2.9,Employer,Marketing Director,168089,Domestic,Entrepreneurship,On-Campus,No
5088,24,Male,Business,2.74,1,Manager,53452,Yes,712,333,3.6,1.1,Loan,Executive,71356,International,Career Growth,On-Campus,Yes
5089,33,Female,Business,3.01,9,Analyst,81349,Yes,682,194,1.6,9.7,Scholarship,Executive,190335,Domestic,Skill Enhancement,On-Campus,No
5090,33,Male,Economics,3.24,5,Entrepreneur,117877,No,388,433,9.8,6.6,Loan,Finance Manager,156168,International,Networking,On-Campus,No
5091,28,Female,Engineering,3.79,1,Analyst,62866,Yes,407,386,6.8,7.1,Scholarship,Executive,194692,Domestic,Career Growth,Online,No
5092,29,Male,Business,2.38,1,Analyst,37334,No,779,319,2.8,1.7,Loan,Consultant,173286,International,Entrepreneurship,On-Campus,Yes
5093,23,Female,Business,2.17,3,Entrepreneur,81855,No,770,397,5.6,5.1,Employer,Consultant,191892,International,Skill Enhancement,On-Campus,Yes
5094,27,Male,Business,3.25,7,Entrepreneur,107470,No,383,211,4.5,4.9,Employer,Finance Manager,164393,International,Entrepreneurship,Online,No
5095,34,Male,Arts,2.79,5,Engineer,44256,Yes,329,417,2.6,8.5,Employer,Marketing Director,88138,International,Career Growth,On-Campus,No
5096,32,Male,Economics,2.33,7,Consultant,39003,No,714,229,9.7,8.0,Scholarship,Startup Founder,174796,International,Skill Enhancement,Online,Yes
5097,34,Male,Business,2.23,3,Analyst,89854,No,599,375,8.7,4.7,Loan,Startup Founder,172787,Domestic,Career Growth,On-Campus,No
5098,29,Male,Arts,3.12,2,Analyst,78683,Yes,394,281,4.3,7.5,Employer,Marketing Director,89611,Domestic,Career Growth,On-Campus,No
5099,31,Female,Engineering,2.6,6,Entrepreneur,113795,Yes,544,368,8.3,1.8,Loan,Marketing Director,120487,International,Skill Enhancement,Online,Yes
5100,24,Male,Engineering,3.99,6,Entrepreneur,59270,No,377,486,2.7,3.3,Loan,Executive,98893,International,Networking,On-Campus,Yes
5101,30,Male,Arts,2.81,1,Manager,61827,No,716,238,1.7,2.5,Employer,Executive,64342,International,Career Growth,On-Campus,No
5102,23,Female,Engineering,2.42,0,Analyst,86559,No,741,104,5.7,7.5,Employer,Executive,100101,Domestic,Entrepreneurship,On-Campus,Yes
5103,25,Male,Science,3.26,7,Analyst,104968,No,620,338,4.5,8.9,Loan,Consultant,96086,International,Networking,Online,Yes
5104,21,Female,Engineering,2.49,2,Entrepreneur,84855,Yes,415,29,1.6,6.6,Employer,Marketing Director,65509,Domestic,Skill Enhancement,Online,Yes
5105,23,Other,Science,2.99,5,Analyst,77284,No,495,37,6.7,7.0,Self-funded,Marketing Director,98396,International,Entrepreneurship,Online,No
5106,28,Male,Arts,2.97,6,Consultant,41262,Yes,647,331,8.4,6.3,Loan,Executive,146047,International,Networking,On-Campus,Yes
5107,31,Male,Science,2.91,7,Engineer,101072,Yes,350,237,5.7,6.3,Scholarship,Marketing Director,126520,Domestic,Skill Enhancement,On-Campus,Yes
5108,28,Male,Engineering,3.59,5,Entrepreneur,79836,Yes,408,169,1.5,2.9,Self-funded,Consultant,192657,International,Networking,On-Campus,Yes
5109,33,Female,Business,2.43,6,Entrepreneur,109965,No,446,367,4.4,1.2,Scholarship,Marketing Director,177468,Domestic,Skill Enhancement,Online,No
5110,24,Female,Science,3.81,4,Analyst,96434,No,253,237,3.3,2.7,Employer,Startup Founder,155524,International,Networking,Online,Yes
5111,22,Female,Engineering,3.58,2,Engineer,72647,Yes,465,343,2.3,3.9,Employer,Consultant,182310,Domestic,Career Growth,Online,Yes
5112,33,Female,Business,2.67,1,Engineer,51451,No,255,87,5.5,4.6,Employer,Executive,167054,Domestic,Networking,Online,No
5113,28,Male,Arts,2.36,6,Entrepreneur,69582,No,697,35,1.6,7.5,Scholarship,Finance Manager,97539,Domestic,Entrepreneurship,Online,Yes
5114,28,Female,Arts,2.56,7,Entrepreneur,68214,Yes,407,3,1.6,1.1,Self-funded,Startup Founder,159779,International,Entrepreneurship,Online,Yes
5115,30,Female,Economics,2.67,7,Entrepreneur,97367,Yes,514,175,8.0,6.2,Loan,Consultant,178700,International,Skill Enhancement,Online,No
5116,24,Female,Arts,3.11,2,Consultant,101120,Yes,657,190,4.8,3.7,Self-funded,Finance Manager,174417,International,Networking,Online,Yes
5117,23,Female,Economics,2.09,1,Analyst,98017,No,262,274,7.7,2.6,Scholarship,Consultant,192805,International,Career Growth,Online,Yes
5118,22,Female,Arts,3.83,8,Consultant,42617,No,744,313,3.9,3.6,Employer,Startup Founder,77690,Domestic,Career Growth,On-Campus,Yes
5119,29,Male,Arts,2.2,5,Entrepreneur,57150,No,606,436,4.2,4.3,Self-funded,Marketing Director,82693,Domestic,Networking,Online,No
5120,21,Male,Arts,2.56,9,Engineer,87364,Yes,524,73,4.9,8.7,Loan,Executive,135835,Domestic,Networking,On-Campus,Yes
5121,27,Male,Economics,2.22,2,Analyst,36164,No,552,48,3.7,3.3,Loan,Consultant,114342,International,Entrepreneurship,On-Campus,No
5122,25,Male,Economics,2.51,4,Analyst,50795,No,501,20,6.0,5.7,Self-funded,Executive,171272,International,Entrepreneurship,Online,Yes
5123,28,Other,Science,3.68,0,Entrepreneur,57868,No,343,472,1.7,7.6,Employer,Consultant,144800,International,Skill Enhancement,Online,Yes
5124,24,Male,Engineering,3.23,1,Entrepreneur,63385,Yes,280,209,6.0,9.3,Scholarship,Consultant,83198,Domestic,Career Growth,Online,No
5125,27,Female,Engineering,2.45,8,Entrepreneur,75800,No,550,109,7.4,1.3,Loan,Finance Manager,66627,International,Networking,Online,Yes
5126,33,Female,Engineering,3.74,9,Entrepreneur,103876,No,745,396,9.9,8.0,Loan,Startup Founder,153773,International,Skill Enhancement,On-Campus,Yes
5127,25,Male,Arts,3.6,9,Entrepreneur,100838,No,353,417,6.7,3.2,Scholarship,Consultant,107978,Domestic,Entrepreneurship,On-Campus,Yes
5128,34,Female,Engineering,3.51,2,Entrepreneur,37886,No,559,127,7.4,8.6,Self-funded,Finance Manager,72695,International,Entrepreneurship,On-Campus,Yes
5129,25,Female,Economics,3.7,7,Analyst,37789,Yes,578,454,6.4,2.3,Employer,Startup Founder,68733,International,Skill Enhancement,Online,Yes
5130,34,Female,Science,3.24,9,Consultant,83529,Yes,347,94,9.6,7.0,Employer,Startup Founder,172742,Domestic,Skill Enhancement,Online,No
5131,29,Male,Business,3.0,7,Engineer,86650,No,719,70,8.3,7.7,Loan,Consultant,128216,Domestic,Career Growth,On-Campus,Yes
5132,29,Male,Science,2.75,4,Entrepreneur,61798,Yes,660,432,6.5,5.7,Employer,Startup Founder,148248,Domestic,Entrepreneurship,Online,No
5133,33,Male,Engineering,2.45,7,Engineer,46496,Yes,301,279,4.0,4.1,Scholarship,Startup Founder,82013,Domestic,Career Growth,Online,No
5134,29,Male,Engineering,3.11,1,Analyst,35332,Yes,276,46,3.9,2.4,Self-funded,Marketing Director,157957,Domestic,Skill Enhancement,Online,Yes
5135,32,Female,Economics,3.78,1,Engineer,104797,Yes,365,135,7.8,1.9,Employer,Executive,177441,International,Career Growth,On-Campus,Yes
5136,26,Other,Science,3.19,3,Analyst,40685,Yes,614,26,9.4,7.8,Scholarship,Marketing Director,199364,International,Entrepreneurship,Online,No
5137,26,Female,Economics,3.84,7,Manager,72053,No,676,195,9.9,1.5,Employer,Startup Founder,159366,International,Skill Enhancement,Online,Yes
5138,25,Female,Economics,2.71,1,Consultant,48613,No,553,313,3.4,6.2,Scholarship,Marketing Director,116071,Domestic,Networking,On-Campus,Yes
5139,29,Female,Business,3.39,3,Manager,107699,Yes,691,281,6.3,1.3,Scholarship,Marketing Director,67479,International,Career Growth,Online,No
5140,30,Male,Economics,3.3,7,Analyst,117212,No,788,195,7.3,5.1,Employer,Finance Manager,150239,Domestic,Career Growth,On-Campus,No
5141,28,Female,Economics,3.34,2,Manager,71940,No,409,207,4.7,2.2,Employer,Executive,191658,International,Entrepreneurship,On-Campus,Yes
5142,27,Male,Business,3.29,7,Analyst,119591,No,591,124,2.0,6.9,Self-funded,Consultant,104743,Domestic,Networking,Online,No
5143,27,Female,Arts,2.44,1,Manager,48741,No,749,167,3.6,3.2,Self-funded,Consultant,103289,Domestic,Career Growth,On-Campus,No
5144,26,Male,Arts,2.29,0,Analyst,83590,No,532,68,5.6,4.2,Scholarship,Finance Manager,165298,International,Networking,On-Campus,No
5145,25,Male,Business,3.96,5,Consultant,36751,Yes,545,166,2.0,7.8,Employer,Consultant,192867,International,Skill Enhancement,On-Campus,No
5146,33,Female,Economics,2.09,7,Consultant,82203,No,343,429,3.8,6.4,Employer,Marketing Director,126497,International,Entrepreneurship,On-Campus,Yes
5147,24,Female,Engineering,2.94,8,Consultant,68007,No,412,118,3.3,7.5,Employer,Startup Founder,136682,Domestic,Career Growth,On-Campus,Yes
5148,23,Female,Science,2.85,9,Analyst,93521,Yes,710,320,4.2,7.3,Self-funded,Marketing Director,63035,Domestic,Networking,Online,Yes
5149,23,Female,Engineering,2.72,7,Engineer,49365,No,634,213,7.2,9.0,Scholarship,Marketing Director,108245,International,Entrepreneurship,Online,No
5150,26,Male,Engineering,3.56,1,Manager,54405,No,483,310,5.3,8.0,Employer,Finance Manager,189898,International,Networking,Online,No
5151,24,Female,Economics,3.49,0,Manager,116986,Yes,404,222,4.4,7.6,Employer,Executive,175124,International,Networking,On-Campus,Yes
5152,32,Male,Science,3.81,6,Manager,42854,No,527,199,3.5,1.6,Self-funded,Marketing Director,73343,International,Career Growth,Online,No
5153,32,Female,Science,2.79,6,Manager,99500,Yes,754,397,7.2,2.0,Scholarship,Finance Manager,185218,Domestic,Networking,On-Campus,No
5154,26,Female,Arts,3.13,2,Consultant,116004,Yes,400,178,7.1,5.9,Employer,Finance Manager,129168,International,Networking,Online,Yes
5155,23,Male,Business,3.78,5,Engineer,100396,No,430,43,5.0,4.0,Loan,Startup Founder,70198,International,Skill Enhancement,On-Campus,No
5156,24,Female,Economics,3.99,6,Manager,116571,No,540,135,3.5,5.6,Employer,Finance Manager,163366,International,Entrepreneurship,Online,Yes
5157,29,Female,Science,3.94,8,Engineer,31123,No,768,471,8.3,7.6,Scholarship,Marketing Director,184605,Domestic,Career Growth,On-Campus,Yes
5158,25,Male,Economics,3.44,0,Analyst,72011,No,657,172,8.7,3.9,Self-funded,Consultant,130470,Domestic,Entrepreneurship,Online,No
5159,33,Female,Arts,2.29,2,Analyst,79967,Yes,457,448,8.6,8.8,Employer,Consultant,63345,International,Networking,Online,Yes
5160,27,Female,Engineering,2.05,4,Manager,44650,Yes,377,7,4.5,4.9,Loan,Marketing Director,129540,Domestic,Networking,Online,No
5161,30,Female,Science,3.65,2,Entrepreneur,93290,No,272,10,3.3,4.0,Loan,Consultant,126832,Domestic,Networking,Online,No
5162,22,Male,Arts,3.68,7,Consultant,32858,Yes,256,78,8.6,5.6,Employer,Startup Founder,62125,Domestic,Entrepreneurship,On-Campus,Yes
5163,34,Male,Economics,3.49,9,Manager,79834,No,737,197,9.8,5.6,Scholarship,Executive,121093,International,Networking,On-Campus,No
5164,34,Female,Arts,2.56,5,Consultant,87292,Yes,561,190,2.7,8.7,Employer,Finance Manager,192146,Domestic,Skill Enhancement,Online,No
5165,25,Male,Arts,3.28,1,Manager,99191,No,653,403,6.7,2.7,Loan,Executive,90463,International,Entrepreneurship,Online,Yes
5166,29,Other,Arts,2.63,0,Consultant,57178,No,792,229,4.0,5.7,Loan,Consultant,131601,Domestic,Entrepreneurship,Online,Yes
5167,31,Male,Arts,2.9,9,Entrepreneur,59175,Yes,724,33,5.4,8.3,Employer,Executive,175147,Domestic,Networking,On-Campus,Yes
5168,23,Female,Arts,2.76,4,Entrepreneur,64210,No,734,318,6.2,7.0,Scholarship,Startup Founder,187868,Domestic,Career Growth,Online,Yes
5169,34,Female,Arts,3.83,8,Analyst,77834,No,706,117,5.8,6.0,Loan,Consultant,98288,Domestic,Skill Enhancement,On-Campus,Yes
5170,29,Male,Business,2.47,9,Manager,70586,No,594,78,7.9,8.6,Scholarship,Finance Manager,66556,Domestic,Career Growth,Online,No
5171,34,Male,Economics,3.16,8,Entrepreneur,34500,No,291,451,9.7,8.0,Loan,Marketing Director,154346,International,Networking,On-Campus,Yes
5172,31,Female,Engineering,2.72,0,Entrepreneur,114679,Yes,474,391,1.8,1.6,Self-funded,Startup Founder,72895,International,Networking,On-Campus,Yes
5173,26,Female,Economics,3.33,2,Manager,52377,Yes,774,30,7.2,5.0,Scholarship,Consultant,103062,Domestic,Skill Enhancement,Online,No
